"","away_team_api_id","home_team_api_id","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassingClass","H_chanceCreationCrossingClass","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressureClass","H_defenceAggressionClass","H_defenceTeamWidthClass","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassingClass","A_chanceCreationCrossingClass","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressureClass","A_defenceAggressionClass","A_defenceTeamWidthClass","result"
"2386",8633,10268,791,923,829,960,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3,1,2,3,2,3
"2387",8370,8302,795,776,869,834,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,2,3,2,2
"2388",8603,8315,831,803,876,828,2,1,2,2,2,3,2,1,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"2389",8558,10205,779,819.5939669,846,824,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2390",9910,8305,787,746,835,823,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"2392",8456,10252,792,877,856,927,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2393",8344,9879,830,788,872,840,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
"2394",8654,8667,784,793,827,832,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
"2395",8659,10260,869,816,915,859,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,3
"2396",9826,8466,811,764,871,802,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2
"2397",9825,10003,803,857,857,922,2,1,2,2,2,2,2,1,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"2399",9906,8633,891,858,942,910,2,1,2,2,3,2,3,1,2,3,2,2,1,2,2,3,2,2,2,2,3,2,3
"2400",8634,9865,759,933,790,972,2,1,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,1,2,3,2,3
"2402",8370,10267,829,772,892,829,1,1,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,2,3,2,2
"2403",9850,10194,821,793,862,860,3,1,3,2,2,2,2,2,1,3,2,3,1,3,2,2,3,2,2,2,3,2,3
"2404",8650,8472,815,869,860,905,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2405",10205,8603,789,791,840,847,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,2
"2406",8305,8558,785,795,829,834,2,1,2,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"2407",10268,9910,767,785,836,827,2,1,2,2,2,3,2,1,2,3,3,2,1,3,2,2,2,2,2,2,3,2,3
"2408",8581,8371,792,796,819,830,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"2409",10261,8668,835,844,893,914,2,1,2,2,2,2,1,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
"2410",8315,7878,777,835,838,877,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,3,2,1,2,3,3,2
"2411",7878,10205,801,819.5939669,858,839,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"2412",8371,9864,797,783,833,825,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,3
"2413",10261,8344,787,851,840,904,2,1,3,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
"2414",10194,9879,822,816,861,869,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
"2416",9826,8650,852,763,908,801,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,2,2
"2417",8668,8456,896,831,932,887,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,3,2,2
"2418",10260,8472,802,827,855,908,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"2419",8558,10268,771,819.5939669,815,808,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2420",8633,8581,792,919,834,959,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3,1,2,3,2,3
"2421",10281,8634,890,769,943,823,2,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"2422",8560,8370,770,807,820,851,2,1,2,1,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,2
"2423",8455,9850,806,900,862,928,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2424",10003,8466,812,810,859,857,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2425",8654,8586,851,797,915,829,2,1,2,2,2,2,3,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,3
"2428",8603,8305,789,810,827,838,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2429",9910,9906,868,755,911,834,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"2430",9865,8302,791,763,865,799,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2431",9850,9825,879,800,921,860,1,1,1,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"2432",8344,8455,881,784,924,831,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
"2433",8667,8668,835,819.5939669,893,827,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2437",8472,10003,812,802,860,853,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
"2438",8456,8654,788,892,828,946,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2439",9906,8558,768,847,817,904,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"2440",9864,8633,889,800,937,836,2,1,2,2,3,2,3,1,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
"2442",8560,10267,849,810,890,864,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,3
"2443",8586,10252,790,839,849,911,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
"2444",8305,7878,777,785,838,835,2,1,2,2,3,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"2445",10268,8603,789,782,829,829,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
"2447",8370,9865,817.8481077,780,868.4805294,836,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,2,3,2,3
"2448",9879,9826,763,853,804,872,2,1,2,2,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,3
"2449",10205,8315,823,799,869,861,2,1,2,2,2,3,2,1,2,3,3,1,1,1,2,2,2,2,2,2,3,2,2
"2450",8581,9910,761,797,838,833,2,1,2,2,2,3,2,1,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"2451",10281,8370,775,771,818,809,2,1,2,1,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"2452",8668,10252,780,849,851,889,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
"2453",9825,9826,760,878,797,922,2,1,2,2,3,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,3,2,3
"2454",8659,8650,857,822,901,857,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2
"2455",10194,10260,875,812,926,865,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,2,2,2,1,3,2,2
"2457",9879,8466,801,840,880,872,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2458",7878,10268,787,819.5939669,824,817,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,3
"2459",8558,8581,790,819.5939669,834,833,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2460",9910,9864,810,759,842,834,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,3
"2461",8633,8634,927,917,974,963,2,1,1,1,2,1,2,1,2,3,2,2,1,2,2,3,2,3,1,2,3,2,2
"2462",8456,8455,885,885,928,934,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2463",10261,8472,813,828,852,890,2,1,2,2,2,1,3,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
"2464",8667,8586,849,775,916,805,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2466",10267,10205,789,819,848,884,1,1,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"2467",8603,9906,857,779,908,842,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2468",8371,8302,786,762,856,817,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,2
"2469",9865,8560,811,819.5939669,858,868.0962077,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"2470",8315,8305,796,828,838,867,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,3
"2472",8634,9910,782,926,839,960,2,1,2,2,2,3,2,1,2,3,3,2,1,1,1,2,1,2,1,2,3,2,3
"2473",8302,8633,888,769,943,849,2,1,2,2,3,2,3,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2474",8370,8371,773,776,815,838,2,1,2,2,2,2,2,2,2,3,3,2,1,2,1,2,2,2,2,2,3,2,2
"2476",9865,10267,845,770,890,816,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2477",8305,10205,784,807,847,842,1,1,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"2479",9906,7878,764,854,820,905,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,3
"2481",8558,8634,924,819.5939669,978,835,2,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2482",8650,9825,878,849,916,896,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2483",10260,9879,831,824,867,907,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"2484",8472,8667,780,807,821,854,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,2
"2485",9850,8456,885,794,925,849,2,1,2,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"2486",8455,10261,835,912,895,938,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2488",9826,8659,804,751,848,797,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,3,2,2,2,2,1,2,2
"2490",9910,8302,786,751,856,827,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,3
"2491",8633,8370,773,912,831,954,2,1,2,1,2,2,2,2,2,3,2,2,1,2,2,3,2,3,1,2,3,2,3
"2492",8371,8560,800,760,857,817,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,3,2
"2493",10281,9865,758,773,801,824,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"2494",10003,8344,790,817,836,855,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2496",10267,8305,785,790,838,877,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"2497",8315,9906,868,835,907,867,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,2
"2498",7878,8581,792,819.5939669,830,829,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,3
"2499",8603,9864,794,819.5939669,836,844,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2500",10205,10268,777,783,820,846,2,1,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,3
"2501",9864,7878,768,792,830,835,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,2,2
"2502",9865,8371,789,758,820,797,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"2503",8344,10252,784,795,853,835,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,2
"2506",9879,8650,861,809,911,857,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2507",8654,9850,802,785,862,819,3,1,3,2,2,3,2,2,2,3,2,3,1,3,2,2,3,1,2,1,3,2,2
"2508",8667,8466,801,783,880,817,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"2510",8581,8315,830,793,877,826,2,1,2,2,2,3,2,1,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"2511",8370,9910,767,776,839,838,2,1,2,2,2,3,2,1,2,3,3,2,1,2,1,2,2,2,2,2,3,2,3
"2512",8560,8633,887,817,947,863,2,1,2,2,3,2,3,1,2,3,2,1,1,2,2,2,2,2,2,2,3,3,2
"2513",9825,10260,885,879,930,924,2,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"2514",8456,8472,805,891,854,916,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2516",10261,8586,842,841,910,909,2,1,2,2,2,2,3,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
"2518",8634,8603,774,930,819,967,2,1,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,1,2,3,2,3
"2519",8302,8558,773,779,817,854,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2521",8371,10281,769,781,807,826,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,3
"2522",8466,9825,880,802,926,871,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"2524",10003,9879,824,808,863,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2525",9826,8667,790,762,831,802,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,2,3
"2528",8455,8654,785,896,824,919,3,1,3,2,2,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2532",8633,9865,755,909,802,948,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3,1,2,3,2,3
"2536",10205,8581,798,786,832,854,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,3
"2538",8558,8370,780,819.5939669,842,819,2,1,2,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2540",8315,9864,780,824,817,872,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,3,3
"2544",9825,8344,785,884,839,933,2,1,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"2549",9906,10268,786,858,829,910,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,3
"2550",8560,8558,758,815,815,856,2,1,2,2,2,2,2,1,2,3,2,1,1,2,2,2,2,2,2,2,3,3,3
"2558",8302,7878,761,799,824,858,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"2564",8668,10260,866,835,917,880,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
"2565",10252,8466,788,784,876,847,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2567",8455,8472,806,903,853,933,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2569",8456,8659,786,893,826,912,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,2,3
"2570",8586,9879,809,858,850,918,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
"2573",10261,10260,847,840,913,906,2,1,2,2,2,3,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
"2576",8586,8472,804,819.5939669,855,868.0962077,2,1,2,2,2,1,3,2,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
"2577",9850,8659,810,792,851,861,2,1,2,2,2,2,2,2,1,1,2,3,1,3,2,2,3,2,2,2,3,2,3
"2591",7878,8370,790,819.5939669,833,814,2,1,2,1,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,3
"2593",10260,10252,783,816,849,899,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"2595",8650,8586,817.8481077,836,868.4805294,909,2,1,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2601",9864,10268,793,812,833,846,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,3
"2602",10261,9826,771,838,804,896,2,1,2,2,3,2,2,2,2,1,2,2,1,3,2,2,2,2,2,2,3,2,3
"2603",8456,9879,818,891,840,930,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2610",8302,10205,788,811,858,862,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2611",8560,7878,767,810,819,864,2,1,2,2,3,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,3,3
"2612",9865,8603,785,771,838,811,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2613",8586,8466,778,846,839,909,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,3,2,2,3,2,3
"2614",8668,10003,799,835,850,880,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,3,2,3
"2615",8634,8305,802,915,839,950,1,1,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,1,2,3,2,3
"2619",8633,10267,821,913,898,948,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3,1,2,3,2,3
"2621",9826,10252,790,763,857,815,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,1,2,3
"2622",8466,8344,779,768,832,847,2,1,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"2624",8472,8668,831,799,880,862,2,1,2,2,2,2,1,2,2,3,2,2,1,2,2,2,1,3,2,2,3,2,3
"2625",10260,8667,788,860,833,910,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"2628",9879,9850,802,813,867,864,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2630",9825,8654,794,884,826,928,3,1,3,2,2,3,1,2,1,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"2635",10260,9850,799,875,869,920,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"2639",9825,10261,840,875,901,923,2,1,3,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"2645",8586,10260,867,855,923,904,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2646",8455,8466,813,907,870,930,2,2,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"2648",10252,8472,798,802,842,872,2,1,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,2,3
"2649",8456,10003,822,885,854,927,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"2652",9906,9864,811,869,839,920,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"2659",10205,8370,817.8481077,778,868.4805294,838,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2662",8654,8344,789,777,835,806,2,1,2,2,2,2,2,2,1,3,2,3,2,3,2,3,3,1,2,1,3,2,3
"2664",8472,9879,817.8481077,800,868.4805294,846,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,3,2,3
"2665",8455,8667,785,906,814,932,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"2673",8456,10261,830,892,876,924,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"2674",8650,10194,802,869,841,904,2,1,2,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
"2676",8370,8305,800,810,846,853,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2677",8371,8603,817.8481077,776,868.4805294,818,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2678",8633,8558,798,931,846,964,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"2679",9825,10252,812,871,859,916,2,1,3,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
"2688",10261,8654,796,826,814,871,3,2,3,2,3,3,1,2,1,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2690",8633,8603,817.8481077,917,868.4805294,948,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"2694",8586,10003,808,819.5939669,853,868.0962077,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2705",8581,8302,828,806,866,836,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2706",8315,8371,795,841,821,881,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2708",9906,8370,805,862,844,913,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"2720",8456,8586,835,902,901,934,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"2721",9910,7878,787,777,836,852,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2724",8466,9879,818,814,843,865,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,3
"2726",8472,10261,825,797,859,853,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2732",10267,8634,817.8481077,804,868.4805294,888,2,2,1,1,2,1,2,1,2,3,2,1,2,2,2,2,2,2,2,2,3,2,3
"2739",8455,8456,892,897,927,913,2,2,1,2,1,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2,3
"2743",8654,10252,802,788,862,815,2,1,3,2,2,2,2,2,2,3,2,3,2,3,2,3,3,1,2,1,3,2,3
"2748",8667,8472,796,790,850,811,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2759",8634,8302,830,925,873,868.0962077,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,1,2,3,2,3
"2762",8466,8667,781,813,809,864,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"2767",8650,9879,817.8481077,857,868.4805294,906,2,2,2,2,2,2,2,2,1,1,2,3,2,1,2,2,2,2,2,2,3,2,3
"2768",8586,10261,819,841,862,904,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2770",9910,10205,800,768,849,852,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2775",8558,8315,826,819.5939669,873,836,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2776",8633,8305,792,919,836,944,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"2778",8560,9864,806,826,844,887,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2781",8667,8344,788,819.5939669,832,812,2,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2783",10260,9826,787,864,817,932,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2795",8315,8603,779,842,844,879,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2797",8302,8370,803,821,850,865,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2798",10205,8558,796,796,838,866,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2801",8455,9879,830,900,849,932,2,2,2,2,2,2,2,2,1,1,2,3,2,2,2,2,2,3,2,2,3,2,3
"2802",10261,8667,788,819,814,872,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"2803",8650,8466,814,866,870,909,2,2,2,2,2,2,2,1,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
"2819",8466,9826,778,829,800,871,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,3,2,3
"2821",10260,8659,808,843,829,923,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2824",9906,9910,794,862,844,913,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"2829",8302,9865,766,813,811,865,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2830",9864,8371,790,803,821,846,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"2831",8370,8560,811,783,863,843,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2833",8659,10003,820,803,857,835,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
"2837",8456,8667,791,886,822,918,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,2,3
"2842",9910,8581,800,764,824,836,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,3
"2843",8633,9864,806,908,843,949,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,3,2,3,1,2,3,2,3
"2845",8650,10260,866,850,928,904,2,2,2,2,2,3,2,2,2,3,2,3,2,1,2,2,2,2,2,2,3,2,3
"2846",9825,8586,817.8481077,872,868.4805294,902,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,3,2,3
"2852",9864,9910,794,801,849,843,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,3
"2853",8650,8344,793,854,858,906,2,1,2,2,2,2,2,2,1,3,2,3,2,1,2,2,2,2,2,2,3,2,3
