"id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"4414","2015-11-01","2015/2016","8678","8466","0","2","828","749","869","783","52","Balanced","Little","46","Mixed","Organised","42","Normal","54","Normal","30","Little","Organised","50","Medium","65","Press","44","Normal","47","Balanced","Normal","47","Mixed","Organised","49","Normal","45","Normal","47","Normal","Organised","48","Medium","50","Press","62","Normal","win"
"24188","2015-11-01","2015/2016","8370","8372","0","1","748","798","808","831","62","Balanced","Normal","52","Mixed","Organised","59","Normal","55","Normal","52","Normal","Organised","37","Medium","56","Press","49","Normal","29","Slow","Normal","44","Mixed","Organised","44","Normal","44","Normal","47","Normal","Organised","54","Medium","52","Press","63","Normal","win"
"24195","2015-11-01","2015/2016","9864","9869","0","1","765","785","827","832","55","Balanced","Normal","50","Mixed","Organised","62","Normal","59","Normal","38","Normal","Organised","45","Medium","54","Press","41","Normal","42","Balanced","Normal","36","Mixed","Organised","41","Normal","40","Normal","50","Normal","Organised","47","Medium","37","Press","52","Normal","win"
"24196","2015-11-01","2015/2016","8315","8603","3","1","776","790","817","832","59","Balanced","Normal","37","Mixed","Organised","59","Normal","43","Normal","53","Normal","Organised","58","Medium","49","Press","58","Normal","46","Balanced","Normal","39","Mixed","Organised","50","Normal","60","Normal","36","Normal","Free Form","49","Medium","57","Press","50","Normal","lose"
"24197","2015-11-01","2015/2016","7878","8558","1","1","749","779","826","840","50","Balanced","Normal","44","Mixed","Organised","52","Normal","60","Normal","40","Normal","Free Form","37","Medium","40","Press","45","Normal","57","Balanced","Normal","59","Mixed","Organised","61","Normal","63","Normal","51","Normal","Organised","48","Medium","45","Press","62","Normal","draw"
"4416","2015-11-02","2015/2016","10252","8586","1","3","828","783","902","846","47","Balanced","Normal","40","Mixed","Organised","41","Normal","41","Normal","63","Normal","Organised","63","Medium","54","Press","56","Normal","63","Balanced","Normal","54","Mixed","Organised","60","Normal","48","Normal","38","Normal","Organised","35","Medium","44","Press","54","Normal","win"
"24201","2015-11-06","2015/2016","8560","8306","0","2","759","837","798","874","48","Balanced","Normal","44","Mixed","Organised","53","Normal","42","Normal","53","Normal","Organised","53","Medium","39","Press","57","Normal","60","Balanced","Normal","50","Mixed","Organised","54","Normal","60","Normal","52","Normal","Organised","49","Medium","53","Press","53","Normal","win"
"4421","2015-11-07","2015/2016","10261","8678","1","0","754","815","790","869","47","Balanced","Normal","47","Mixed","Organised","49","Normal","45","Normal","47","Normal","Organised","48","Medium","50","Press","62","Normal","58","Balanced","Normal","49","Mixed","Organised","47","Normal","54","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","lose"
"4422","2015-11-07","2015/2016","9817","8197","1","2","781","799","811","816","63","Balanced","Normal","60","Mixed","Organised","47","Normal","64","Normal","46","Normal","Organised","58","Medium","65","Press","55","Normal","61","Balanced","Little","52","Mixed","Organised","54","Normal","42","Normal","45","Normal","Free Form","38","Medium","52","Press","45","Normal","win"
"4424","2015-11-07","2015/2016","8659","10260","0","2","872","809","911","824","38","Balanced","Normal","44","Mixed","Organised","49","Normal","44","Normal","40","Normal","Organised","54","Medium","53","Press","56","Normal","62","Balanced","Little","51","Mixed","Organised","53","Normal","50","Normal","60","Normal","Organised","41","Medium","40","Press","49","Normal","win"
"4425","2015-11-07","2015/2016","10003","9850","0","1","783","834","817","868","45","Balanced","Normal","55","Mixed","Organised","46","Normal","54","Normal","47","Normal","Organised","38","Medium","39","Press","51","Normal","45","Balanced","Normal","42","Mixed","Organised","34","Normal","36","Normal","55","Normal","Free Form","31","Deep","47","Press","42","Normal","win"
"4426","2015-11-07","2015/2016","8455","10194","0","1","821","871","846","925","48","Balanced","Normal","49","Mixed","Organised","51","Normal","59","Normal","49","Normal","Organised","44","Medium","37","Press","51","Normal","67","Fast","Normal","36","Mixed","Organised","41","Normal","34","Normal","44","Normal","Organised","39","Medium","41","Press","46","Normal","win"
"4427","2015-11-07","2015/2016","8466","8472","1","0","784","835","832","872","43","Balanced","Normal","51","Mixed","Organised","59","Normal","50","Normal","55","Normal","Organised","47","Medium","45","Press","49","Normal","52","Balanced","Little","46","Mixed","Organised","42","Normal","54","Normal","30","Little","Organised","50","Medium","65","Press","44","Normal","lose"
"4428","2015-11-07","2015/2016","8668","8654","1","1","809","833","862","886","77","Fast","Normal","57","Mixed","Organised","68","Risky","73","Lots","29","Little","Organised","30","Deep","37","Press","41","Normal","43","Balanced","Normal","40","Mixed","Organised","39","Normal","33","Little","63","Normal","Organised","52","Medium","58","Press","59","Normal","draw"
"24198","2015-11-07","2015/2016","8305","8372","1","3","747","796","812","832","62","Balanced","Normal","52","Mixed","Organised","59","Normal","55","Normal","52","Normal","Organised","37","Medium","56","Press","49","Normal","34","Balanced","Normal","38","Mixed","Organised","55","Normal","39","Normal","49","Normal","Organised","43","Medium","42","Press","49","Normal","win"
"24202","2015-11-07","2015/2016","10267","9910","5","1","817","820","866","896","55","Balanced","Normal","38","Mixed","Organised","41","Normal","48","Normal","50","Normal","Free Form","55","Medium","55","Press","59","Normal","35","Balanced","Normal","35","Mixed","Organised","37","Normal","51","Normal","58","Normal","Organised","49","Medium","45","Press","53","Normal","lose"
"24203","2015-11-07","2015/2016","9783","8581","1","1","763","806","814","832","62","Balanced","Normal","65","Mixed","Organised","71","Risky","42","Normal","65","Normal","Organised","36","Medium","33","Contain","42","Normal","53","Balanced","Normal","47","Mixed","Organised","38","Normal","52","Normal","55","Normal","Organised","45","Medium","50","Press","59","Normal","draw"
"24205","2015-11-07","2015/2016","8603","9864","1","0","795","","825","827","42","Balanced","Normal","36","Mixed","Organised","41","Normal","40","Normal","50","Normal","Organised","47","Medium","37","Press","52","Normal","59","Balanced","Normal","37","Mixed","Organised","59","Normal","43","Normal","53","Normal","Organised","58","Medium","49","Press","58","Normal","lose"
"24207","2015-11-07","2015/2016","7878","8370","1","2","803","784","833","836","29","Slow","Normal","44","Mixed","Organised","44","Normal","44","Normal","47","Normal","Organised","54","Medium","52","Press","63","Normal","57","Balanced","Normal","59","Mixed","Organised","61","Normal","63","Normal","51","Normal","Organised","48","Medium","45","Press","62","Normal","win"
"4419","2015-11-08","2015/2016","8586","9825","1","1","870","829","901","909","59","Balanced","Normal","30","Short","Organised","28","Safe","44","Normal","46","Normal","Free Form","51","Medium","44","Press","52","Normal","47","Balanced","Normal","40","Mixed","Organised","41","Normal","41","Normal","63","Normal","Organised","63","Medium","54","Press","56","Normal","draw"
"4420","2015-11-08","2015/2016","8456","10252","0","0","811","874","863","919","63","Balanced","Normal","54","Mixed","Organised","60","Normal","48","Normal","38","Normal","Organised","35","Medium","44","Press","54","Normal","59","Balanced","Normal","29","Short","Free Form","38","Normal","36","Normal","24","Little","Free Form","48","Medium","47","Press","54","Normal","draw"
"4423","2015-11-08","2015/2016","9826","8650","2","1","839","791","902","836","66","Balanced","Normal","45","Mixed","Organised","34","Normal","34","Normal","46","Normal","Organised","51","Medium","52","Press","61","Normal","61","Balanced","Normal","67","Long","Organised","67","Risky","69","Lots","50","Normal","Organised","36","Medium","34","Press","41","Normal","lose"
"24199","2015-11-08","2015/2016","10205","8634","0","3","891","820","951","875","36","Balanced","Normal","51","Mixed","Free Form","36","Normal","49","Normal","56","Normal","Free Form","61","Medium","65","Press","65","Normal","48","Balanced","Normal","36","Mixed","Free Form","36","Normal","52","Normal","55","Normal","Free Form","47","Medium","48","Press","44","Normal","win"
"24200","2015-11-08","2015/2016","8633","8302","2","3","834","","886","940","53","Balanced","Normal","53","Mixed","Organised","53","Normal","52","Normal","60","Normal","Organised","42","Medium","48","Press","59","Normal","50","Balanced","Normal","46","Mixed","Free Form","61","Normal","41","Normal","63","Normal","Free Form","52","Medium","60","Press","63","Normal","win"
"24204","2015-11-08","2015/2016","9869","9906","0","1","873","764","913","831","57","Balanced","Normal","50","Mixed","Organised","61","Normal","62","Normal","49","Normal","Organised","49","Medium","42","Press","52","Normal","55","Balanced","Normal","50","Mixed","Organised","62","Normal","59","Normal","38","Normal","Organised","45","Medium","54","Press","41","Normal","win"
"24206","2015-11-08","2015/2016","8558","8315","1","2","804","790","845","842","46","Balanced","Normal","39","Mixed","Organised","50","Normal","60","Normal","36","Normal","Free Form","49","Medium","57","Press","50","Normal","50","Balanced","Normal","44","Mixed","Organised","52","Normal","60","Normal","40","Normal","Free Form","37","Medium","40","Press","45","Normal","win"
"4429","2015-11-21","2015/2016","9850","8455","0","1","876","778","930","829","67","Fast","Normal","36","Mixed","Organised","41","Normal","34","Normal","44","Normal","Organised","39","Medium","41","Press","46","Normal","45","Balanced","Normal","55","Mixed","Organised","46","Normal","54","Normal","47","Normal","Organised","38","Medium","39","Press","51","Normal","win"
"4431","2015-11-21","2015/2016","10252","8668","0","4","825","800","896","860","43","Balanced","Normal","40","Mixed","Organised","39","Normal","33","Little","63","Normal","Organised","52","Medium","58","Press","59","Normal","63","Balanced","Normal","54","Mixed","Organised","60","Normal","48","Normal","38","Normal","Organised","35","Medium","44","Press","54","Normal","win"
"4432","2015-11-21","2015/2016","8650","8456","4","1","874","850","913","903","59","Balanced","Normal","29","Short","Free Form","38","Normal","36","Normal","24","Little","Free Form","48","Medium","47","Press","54","Normal","66","Balanced","Normal","45","Mixed","Organised","34","Normal","34","Normal","46","Normal","Organised","51","Medium","52","Press","61","Normal","lose"
"4433","2015-11-21","2015/2016","8197","10261","3","0","813","790","869","812","58","Balanced","Normal","49","Mixed","Organised","47","Normal","54","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","63","Balanced","Normal","60","Mixed","Organised","47","Normal","64","Normal","46","Normal","Organised","58","Medium","65","Press","55","Normal","lose"
"4434","2015-11-21","2015/2016","10194","8466","1","0","829","824","865","855","52","Balanced","Little","46","Mixed","Organised","42","Normal","54","Normal","30","Little","Organised","50","Medium","65","Press","44","Normal","48","Balanced","Normal","49","Mixed","Organised","51","Normal","59","Normal","49","Normal","Organised","44","Medium","37","Press","51","Normal","lose"
"4435","2015-11-21","2015/2016","8678","10003","2","2","813","746","851","788","45","Balanced","Normal","42","Mixed","Organised","34","Normal","36","Normal","55","Normal","Free Form","31","Deep","47","Press","42","Normal","47","Balanced","Normal","47","Mixed","Organised","49","Normal","45","Normal","47","Normal","Organised","48","Medium","50","Press","62","Normal","draw"
"4437","2015-11-21","2015/2016","10260","9817","2","1","796","844","814","911","61","Balanced","Little","52","Mixed","Organised","54","Normal","42","Normal","45","Normal","Free Form","38","Medium","52","Press","45","Normal","38","Balanced","Normal","44","Mixed","Organised","49","Normal","44","Normal","40","Normal","Organised","54","Medium","53","Press","56","Normal","lose"
"4438","2015-11-21","2015/2016","9825","8659","1","2","808","866","832","891","62","Balanced","Little","51","Mixed","Organised","53","Normal","50","Normal","60","Normal","Organised","41","Medium","40","Press","49","Normal","59","Balanced","Normal","30","Short","Organised","28","Safe","44","Normal","46","Normal","Free Form","51","Medium","44","Press","52","Normal","win"
"24210","2015-11-21","2015/2016","8634","8633","4","0","903","917","961","953","50","Balanced","Normal","46","Mixed","Free Form","61","Normal","41","Normal","63","Normal","Free Form","52","Medium","60","Press","63","Normal","36","Balanced","Normal","51","Mixed","Free Form","36","Normal","49","Normal","56","Normal","Free Form","61","Medium","65","Press","65","Normal","lose"
"24211","2015-11-21","2015/2016","8302","8560","0","2","814","830","868","870","60","Balanced","Normal","50","Mixed","Organised","54","Normal","60","Normal","52","Normal","Organised","49","Medium","53","Press","53","Normal","53","Balanced","Normal","53","Mixed","Organised","53","Normal","52","Normal","60","Normal","Organised","42","Medium","48","Press","59","Normal","win"
"24212","2015-11-21","2015/2016","8306","10267","1","1","830","733","899","788","35","Balanced","Normal","35","Mixed","Organised","37","Normal","51","Normal","58","Normal","Organised","49","Medium","45","Press","53","Normal","48","Balanced","Normal","44","Mixed","Organised","53","Normal","42","Normal","53","Normal","Organised","53","Medium","39","Press","57","Normal","draw"
"24213","2015-11-21","2015/2016","9910","9783","0","2","802","813","835","864","53","Balanced","Normal","47","Mixed","Organised","38","Normal","52","Normal","55","Normal","Organised","45","Medium","50","Press","59","Normal","55","Balanced","Normal","38","Mixed","Organised","41","Normal","48","Normal","50","Normal","Free Form","55","Medium","55","Press","59","Normal","win"
"24216","2015-11-21","2015/2016","9864","8558","0","2","780","792","843","825","50","Balanced","Normal","44","Mixed","Organised","52","Normal","60","Normal","40","Normal","Free Form","37","Medium","40","Press","45","Normal","42","Balanced","Normal","36","Mixed","Organised","41","Normal","40","Normal","50","Normal","Organised","47","Medium","37","Press","52","Normal","win"
"4436","2015-11-22","2015/2016","8654","8586","1","4","826","788","902","856","47","Balanced","Normal","40","Mixed","Organised","41","Normal","41","Normal","63","Normal","Organised","63","Medium","54","Press","56","Normal","77","Fast","Normal","57","Mixed","Organised","68","Risky","73","Lots","29","Little","Organised","30","Deep","37","Press","41","Normal","win"
"24209","2015-11-22","2015/2016","8372","10205","1","1","793","759","871","805","48","Balanced","Normal","36","Mixed","Free Form","36","Normal","52","Normal","55","Normal","Free Form","47","Medium","48","Press","44","Normal","62","Balanced","Normal","52","Mixed","Organised","59","Normal","55","Normal","52","Normal","Organised","37","Medium","56","Press","49","Normal","draw"
"24214","2015-11-22","2015/2016","8581","9869","3","0","767","758","831","809","55","Balanced","Normal","50","Mixed","Organised","62","Normal","59","Normal","38","Normal","Organised","45","Medium","54","Press","41","Normal","62","Balanced","Normal","65","Mixed","Organised","71","Risky","42","Normal","65","Normal","Organised","36","Medium","33","Contain","42","Normal","lose"
"24215","2015-11-22","2015/2016","9906","8603","1","0","786","868","823","899","59","Balanced","Normal","37","Mixed","Organised","59","Normal","43","Normal","53","Normal","Organised","58","Medium","49","Press","58","Normal","57","Balanced","Normal","50","Mixed","Organised","61","Normal","62","Normal","49","Normal","Organised","49","Medium","42","Press","52","Normal","lose"
"24217","2015-11-22","2015/2016","8315","7878","0","2","782","842","843","884","57","Balanced","Normal","59","Mixed","Organised","61","Normal","63","Normal","51","Normal","Organised","48","Medium","45","Press","62","Normal","46","Balanced","Normal","39","Mixed","Organised","50","Normal","60","Normal","36","Normal","Free Form","49","Medium","57","Press","50","Normal","win"
"4430","2015-11-23","2015/2016","8472","9826","1","0","808","809","836","833","61","Balanced","Normal","67","Long","Organised","67","Risky","69","Lots","50","Normal","Organised","36","Medium","34","Press","41","Normal","43","Balanced","Normal","51","Mixed","Organised","59","Normal","50","Normal","55","Normal","Organised","47","Medium","45","Press","49","Normal","lose"
"24208","2015-11-23","2015/2016","8370","8305","1","1","787","766","833","817","34","Balanced","Normal","38","Mixed","Organised","55","Normal","39","Normal","49","Normal","Organised","43","Medium","42","Press","49","Normal","29","Slow","Normal","44","Mixed","Organised","44","Normal","44","Normal","47","Normal","Organised","54","Medium","52","Press","63","Normal","draw"
"24224","2015-11-27","2015/2016","8603","8581","1","0","775","","816","809","62","Balanced","Normal","65","Mixed","Organised","71","Risky","42","Normal","65","Normal","Organised","36","Medium","33","Contain","42","Normal","59","Balanced","Normal","37","Mixed","Organised","59","Normal","43","Normal","53","Normal","Organised","58","Medium","49","Press","58","Normal","lose"
"4439","2015-11-28","2015/2016","9817","10252","3","2","813","796","857","813","63","Balanced","Normal","54","Mixed","Organised","60","Normal","48","Normal","38","Normal","Organised","35","Medium","44","Press","54","Normal","61","Balanced","Little","52","Mixed","Organised","54","Normal","42","Normal","45","Normal","Free Form","38","Medium","52","Press","45","Normal","lose"
"4440","2015-11-28","2015/2016","8668","8678","3","3","755","833","790","886","47","Balanced","Normal","47","Mixed","Organised","49","Normal","45","Normal","47","Normal","Organised","48","Medium","50","Press","62","Normal","43","Balanced","Normal","40","Mixed","Organised","39","Normal","33","Little","63","Normal","Organised","52","Medium","58","Press","59","Normal","draw"
"4441","2015-11-28","2015/2016","10261","9826","1","5","808","810","836","867","61","Balanced","Normal","67","Long","Organised","67","Risky","69","Lots","50","Normal","Organised","36","Medium","34","Press","41","Normal","58","Balanced","Normal","49","Mixed","Organised","47","Normal","54","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","win"
"4442","2015-11-28","2015/2016","10260","8197","1","1","792","823","813","898","63","Balanced","Normal","60","Mixed","Organised","47","Normal","64","Normal","46","Normal","Organised","58","Medium","65","Press","55","Normal","38","Balanced","Normal","44","Mixed","Organised","49","Normal","44","Normal","40","Normal","Organised","54","Medium","53","Press","56","Normal","draw"
"4444","2015-11-28","2015/2016","8466","8456","1","3","866","820","912","872","59","Balanced","Normal","29","Short","Free Form","38","Normal","36","Normal","24","Little","Free Form","48","Medium","47","Press","54","Normal","52","Balanced","Little","46","Mixed","Organised","42","Normal","54","Normal","30","Little","Organised","50","Medium","65","Press","44","Normal","win"
"4446","2015-11-28","2015/2016","10194","8472","0","2","802","824","847","855","43","Balanced","Normal","51","Mixed","Organised","59","Normal","50","Normal","55","Normal","Organised","47","Medium","45","Press","49","Normal","48","Balanced","Normal","49","Mixed","Organised","51","Normal","59","Normal","49","Normal","Organised","44","Medium","37","Press","51","Normal","win"
"24220","2015-11-28","2015/2016","8560","8634","0","4","918","832","957","874","36","Balanced","Normal","51","Mixed","Free Form","36","Normal","49","Normal","56","Normal","Free Form","61","Medium","65","Press","65","Normal","60","Balanced","Normal","50","Mixed","Organised","54","Normal","60","Normal","52","Normal","Organised","49","Medium","53","Press","53","Normal","win"
"24222","2015-11-28","2015/2016","9783","8306","2","0","747","806","788","839","48","Balanced","Normal","44","Mixed","Organised","53","Normal","42","Normal","53","Normal","Organised","53","Medium","39","Press","57","Normal","53","Balanced","Normal","47","Mixed","Organised","38","Normal","52","Normal","55","Normal","Organised","45","Medium","50","Press","59","Normal","lose"
"24223","2015-11-28","2015/2016","9869","9910","1","2","813","759","859","827","55","Balanced","Normal","38","Mixed","Organised","41","Normal","48","Normal","50","Normal","Free Form","55","Medium","55","Press","59","Normal","55","Balanced","Normal","50","Mixed","Organised","62","Normal","59","Normal","38","Normal","Organised","45","Medium","54","Press","41","Normal","win"
"24225","2015-11-28","2015/2016","8558","9906","0","1","855","776","923","833","57","Balanced","Normal","50","Mixed","Organised","61","Normal","62","Normal","49","Normal","Organised","49","Medium","42","Press","52","Normal","50","Balanced","Normal","44","Mixed","Organised","52","Normal","60","Normal","40","Normal","Free Form","37","Medium","40","Press","45","Normal","win"
"24226","2015-11-28","2015/2016","7878","9864","2","2","803","751","829","832","42","Balanced","Normal","36","Mixed","Organised","41","Normal","40","Normal","50","Normal","Organised","47","Medium","37","Press","52","Normal","57","Balanced","Normal","59","Mixed","Organised","61","Normal","63","Normal","51","Normal","Organised","48","Medium","45","Press","62","Normal","draw"
"4443","2015-11-29","2015/2016","10003","8650","0","1","838","825","899","855","66","Balanced","Normal","45","Mixed","Organised","34","Normal","34","Normal","46","Normal","Organised","51","Medium","52","Press","61","Normal","45","Balanced","Normal","42","Mixed","Organised","34","Normal","36","Normal","55","Normal","Free Form","31","Deep","47","Press","42","Normal","win"
"4445","2015-11-29","2015/2016","9825","9850","1","1","783","882","812","907","45","Balanced","Normal","55","Mixed","Organised","46","Normal","54","Normal","47","Normal","Organised","38","Medium","39","Press","51","Normal","59","Balanced","Normal","30","Short","Organised","28","Safe","44","Normal","46","Normal","Free Form","51","Medium","44","Press","52","Normal","draw"
"4447","2015-11-29","2015/2016","8455","8586","0","0","839","875","897","920","47","Balanced","Normal","40","Mixed","Organised","41","Normal","41","Normal","63","Normal","Organised","63","Medium","54","Press","56","Normal","67","Fast","Normal","36","Mixed","Organised","41","Normal","34","Normal","44","Normal","Organised","39","Medium","41","Press","46","Normal","draw"
"4448","2015-11-29","2015/2016","8659","8654","1","1","807","808","865","825","77","Fast","Normal","57","Mixed","Organised","68","Risky","73","Lots","29","Little","Organised","30","Deep","37","Press","41","Normal","62","Balanced","Little","51","Mixed","Organised","53","Normal","50","Normal","60","Normal","Organised","41","Medium","40","Press","49","Normal","draw"
"24218","2015-11-29","2015/2016","10205","8305","0","2","800","768","834","859","34","Balanced","Normal","38","Mixed","Organised","55","Normal","39","Normal","49","Normal","Organised","43","Medium","42","Press","49","Normal","48","Balanced","Normal","36","Mixed","Free Form","36","Normal","52","Normal","55","Normal","Free Form","47","Medium","48","Press","44","Normal","win"
"24219","2015-11-29","2015/2016","8633","8372","2","0","759","908","806","949","62","Balanced","Normal","52","Mixed","Organised","59","Normal","55","Normal","52","Normal","Organised","37","Medium","56","Press","49","Normal","50","Balanced","Normal","46","Mixed","Free Form","61","Normal","41","Normal","63","Normal","Free Form","52","Medium","60","Press","63","Normal","lose"
"24221","2015-11-29","2015/2016","10267","8302","0","1","823","823","881","907","53","Balanced","Normal","53","Mixed","Organised","53","Normal","52","Normal","60","Normal","Organised","42","Medium","48","Press","59","Normal","35","Balanced","Normal","35","Mixed","Organised","37","Normal","51","Normal","58","Normal","Organised","49","Medium","45","Press","53","Normal","win"
"24227","2015-11-29","2015/2016","8315","8370","3","0","788","803","822","858","29","Slow","Normal","44","Mixed","Organised","44","Normal","44","Normal","47","Normal","Organised","54","Medium","52","Press","63","Normal","46","Balanced","Normal","39","Mixed","Organised","50","Normal","60","Normal","36","Normal","Free Form","49","Medium","57","Press","50","Normal","lose"
"4449","2015-12-05","2015/2016","8472","9825","1","3","849","791","893","850","59","Balanced","Normal","30","Short","Organised","28","Safe","44","Normal","46","Normal","Free Form","51","Medium","44","Press","52","Normal","43","Balanced","Normal","51","Mixed","Organised","59","Normal","50","Normal","55","Normal","Organised","47","Medium","45","Press","49","Normal","win"
"4450","2015-12-05","2015/2016","8678","8455","1","0","876","748","933","787","67","Fast","Normal","36","Mixed","Organised","41","Normal","34","Normal","44","Normal","Organised","39","Medium","41","Press","46","Normal","47","Balanced","Normal","47","Mixed","Organised","49","Normal","45","Normal","47","Normal","Organised","48","Medium","50","Press","62","Normal","lose"
"4452","2015-12-05","2015/2016","8654","10260","0","0","837","811","897","860","38","Balanced","Normal","44","Mixed","Organised","49","Normal","44","Normal","40","Normal","Organised","54","Medium","53","Press","56","Normal","77","Fast","Normal","57","Mixed","Organised","68","Risky","73","Lots","29","Little","Organised","30","Deep","37","Press","41","Normal","draw"
"4454","2015-12-05","2015/2016","10252","8466","1","1","825","797","873","852","52","Balanced","Little","46","Mixed","Organised","42","Normal","54","Normal","30","Little","Organised","50","Medium","65","Press","44","Normal","63","Balanced","Normal","54","Mixed","Organised","60","Normal","48","Normal","38","Normal","Organised","35","Medium","44","Press","54","Normal","draw"
"4455","2015-12-05","2015/2016","8456","10194","0","2","819","868","853","913","48","Balanced","Normal","49","Mixed","Organised","51","Normal","59","Normal","49","Normal","Organised","44","Medium","37","Press","51","Normal","59","Balanced","Normal","29","Short","Free Form","38","Normal","36","Normal","24","Little","Free Form","48","Medium","47","Press","54","Normal","win"
"4456","2015-12-05","2015/2016","8197","10003","3","0","817","790","851","812","45","Balanced","Normal","42","Mixed","Organised","34","Normal","36","Normal","55","Normal","Free Form","31","Deep","47","Press","42","Normal","63","Balanced","Normal","60","Mixed","Organised","47","Normal","64","Normal","46","Normal","Organised","58","Medium","65","Press","55","Normal","lose"
"4457","2015-12-05","2015/2016","9850","9817","0","2","790","768","817","830","61","Balanced","Little","52","Mixed","Organised","54","Normal","42","Normal","45","Normal","Free Form","38","Medium","52","Press","45","Normal","45","Balanced","Normal","55","Mixed","Organised","46","Normal","54","Normal","47","Normal","Organised","38","Medium","39","Press","51","Normal","win"
"4458","2015-12-05","2015/2016","8586","8659","1","1","804","829","828","909","62","Balanced","Little","51","Mixed","Organised","53","Normal","50","Normal","60","Normal","Organised","41","Medium","40","Press","49","Normal","47","Balanced","Normal","40","Mixed","Organised","41","Normal","41","Normal","63","Normal","Organised","63","Medium","54","Press","56","Normal","draw"
"24229","2015-12-05","2015/2016","8305","8633","1","4","882","789","939","833","50","Balanced","Normal","46","Mixed","Free Form","61","Normal","41","Normal","63","Normal","Free Form","52","Medium","60","Press","63","Normal","34","Balanced","Normal","38","Mixed","Organised","55","Normal","39","Normal","49","Normal","Organised","43","Medium","42","Press","49","Normal","win"
"24231","2015-12-05","2015/2016","8634","10267","1","1","807","932","895","963","35","Balanced","Normal","35","Mixed","Organised","37","Normal","51","Normal","58","Normal","Organised","49","Medium","45","Press","53","Normal","36","Balanced","Normal","51","Mixed","Free Form","36","Normal","49","Normal","56","Normal","Free Form","61","Medium","65","Press","65","Normal","draw"
"24232","2015-12-05","2015/2016","8302","9783","1","1","798","823","824","876","53","Balanced","Normal","47","Mixed","Organised","38","Normal","52","Normal","55","Normal","Organised","45","Medium","50","Press","59","Normal","53","Balanced","Normal","53","Mixed","Organised","53","Normal","52","Normal","60","Normal","Organised","42","Medium","48","Press","59","Normal","draw"
"24234","2015-12-05","2015/2016","9910","8603","1","1","766","816","809","865","59","Balanced","Normal","37","Mixed","Organised","59","Normal","43","Normal","53","Normal","Organised","58","Medium","49","Press","58","Normal","55","Balanced","Normal","38","Mixed","Organised","41","Normal","48","Normal","50","Normal","Free Form","55","Medium","55","Press","59","Normal","draw"
"24236","2015-12-05","2015/2016","9906","7878","2","0","772","866","849","923","57","Balanced","Normal","59","Mixed","Organised","61","Normal","63","Normal","51","Normal","Organised","48","Medium","45","Press","62","Normal","57","Balanced","Normal","50","Mixed","Organised","61","Normal","62","Normal","49","Normal","Organised","49","Medium","42","Press","52","Normal","lose"
"4453","2015-12-06","2015/2016","8650","10261","0","2","812","839","859","892","58","Balanced","Normal","49","Mixed","Organised","47","Normal","54","Normal","46","Normal","Organised","41","Medium","39","Press","51","Normal","66","Balanced","Normal","45","Mixed","Organised","34","Normal","34","Normal","46","Normal","Organised","51","Medium","52","Press","61","Normal","win"
"24228","2015-12-06","2015/2016","8370","10205","1","2","796","","862","","48","Balanced","Normal","36","Mixed","Free Form","36","Normal","52","Normal","55","Normal","Free Form","47","Medium","48","Press","44","Normal","29","Slow","Normal","44","Mixed","Organised","44","Normal","44","Normal","47","Normal","Organised","54","Medium","52","Press","63","Normal","win"
"24230","2015-12-06","2015/2016","8372","8560","1","2","821","769","867","810","60","Balanced","Normal","50","Mixed","Organised","54","Normal","60","Normal","52","Normal","Organised","49","Medium","53","Press","53","Normal","62","Balanced","Normal","52","Mixed","Organised","59","Normal","55","Normal","52","Normal","Organised","37","Medium","56","Press","49","Normal","win"
"24233","2015-12-06","2015/2016","8306","9869","1","3","749","733","830","784","55","Balanced","Normal","50","Mixed","Organised","62","Normal","59","Normal","38","Normal","Organised","45","Medium","54","Press","41","Normal","48","Balanced","Normal","44","Mixed","Organised","53","Normal","42","Normal","53","Normal","Organised","53","Medium","39","Press","57","Normal","win"
