"id","date_match","season","away_team_api_id","home_team_api_id","away_team_goal","home_team_goal","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeed","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassing","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassing","H_chanceCreationPassingClass","H_chanceCreationCrossing","H_chanceCreationCrossingClass","H_chanceCreationShooting","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressure","H_defencePressureClass","H_defenceAggression","H_defenceAggressionClass","H_defenceTeamWidth","H_defenceTeamWidthClass","A_buildUpPlaySpeed","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassing","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassing","A_chanceCreationPassingClass","A_chanceCreationCrossing","A_chanceCreationCrossingClass","A_chanceCreationShooting","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressure","A_defencePressureClass","A_defenceAggression","A_defenceAggressionClass","A_defenceTeamWidth","A_defenceTeamWidthClass","result"
"4330","2014-09-13","2014/2015","10003","8455","2","4","885","821","938","849","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","win"
"4331","2014-09-13","2014/2015","8191","9826","0","0","789","753","826","793","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","draw"
"4333","2014-09-13","2014/2015","10252","8650","1","0","854","789","919","846","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","lose"
"4335","2014-09-13","2014/2015","10261","8466","0","4","818","812","868","869","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","win"
"4336","2014-09-13","2014/2015","8197","10194","1","0","814","735","848","805","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","lose"
"4337","2014-09-13","2014/2015","8586","8472","2","2","801","","853","","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","draw"
"4338","2014-09-13","2014/2015","8668","8659","2","0","791","851","858","884","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","lose"
"4334","2014-09-14","2014/2015","10172","10260","0","4","843","828","903","862","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","win"
"4332","2014-09-15","2014/2015","8654","8667","2","2","794","773","841","829","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","draw"
"4339","2014-09-20","2014/2015","9825","10252","3","0","802","872","845","926","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","lose"
"4340","2014-09-20","2014/2015","8472","8191","0","0","754","815","788","850","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","draw"
"4344","2014-09-20","2014/2015","8667","10261","2","2","813","","867","836","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","draw"
"4345","2014-09-20","2014/2015","10194","10172","2","2","820","804","869","858","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","draw"
"4346","2014-09-20","2014/2015","8466","10003","1","0","815","808","859","875","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","lose"
"4348","2014-09-20","2014/2015","8650","8654","1","3","806","837","843","899","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","win"
"4341","2014-09-21","2014/2015","9826","8668","3","2","844","780","890","821","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","lose"
"4342","2014-09-21","2014/2015","10260","8197","3","5","765","847","811","904","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","win"
"4343","2014-09-21","2014/2015","8455","8456","1","1","898","874","932","931","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","draw"
"4347","2014-09-21","2014/2015","8659","8586","1","0","","803","","848","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","lose"
"4349","2014-09-27","2014/2015","8586","9825","1","1","863","","923","","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","draw"
"4350","2014-09-27","2014/2015","10252","8455","0","3","887","788","937","843","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","win"
"4351","2014-09-27","2014/2015","8197","9826","0","2","790","769","822","815","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","win"
"4352","2014-09-27","2014/2015","8456","8667","4","2","793","899","838","922","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","lose"
"4353","2014-09-27","2014/2015","8668","8650","1","1","845","831","913","872","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","draw"
"4354","2014-09-27","2014/2015","8654","10260","1","2","837","","915","","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","win"
"4355","2014-09-27","2014/2015","10172","8466","1","2","815","835","868","878","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","win"
"4357","2014-09-27","2014/2015","10003","8472","0","0","798","822","850","849","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","draw"
"4358","2014-09-28","2014/2015","8191","8659","0","4","803","759","859","781","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","win"
"4356","2014-09-29","2014/2015","10261","10194","0","1","817","809","856","868","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","win"
"4359","2014-10-04","2014/2015","8456","10252","2","0","799","897","843","937","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","lose"
"4361","2014-10-04","2014/2015","9826","8667","0","2","787","784","841","823","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","win"
"4362","2014-10-04","2014/2015","8191","8197","2","2","749","757","812","793","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","draw"
"4363","2014-10-04","2014/2015","8659","8650","1","2","849","792","899","866","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","win"
"4365","2014-10-04","2014/2015","10194","8472","1","3","790","800","841","863","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","win"
"4366","2014-10-04","2014/2015","10261","10003","2","2","","800","","857","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","draw"
"4360","2014-10-05","2014/2015","9825","8455","0","2","885","871","938","923","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","win"
"4364","2014-10-05","2014/2015","8668","10260","1","2","841","839","917","868","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","win"
"4367","2014-10-05","2014/2015","8466","8586","0","1","","815","","868","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","win"
"4368","2014-10-05","2014/2015","10172","8654","0","2","812","830","854","858","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","win"
"4369","2014-10-18","2014/2015","8667","9825","2","2","844","810","913","852","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","draw"
"4370","2014-10-18","2014/2015","8654","8191","3","1","760","796","795","847","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","lose"
"4371","2014-10-18","2014/2015","8455","9826","2","1","799","880","830","940","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","lose"
"4372","2014-10-18","2014/2015","10252","8668","0","3","840","813","880","865","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","win"
"4373","2014-10-18","2014/2015","8586","8456","1","4","888","","921","","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","win"
"4374","2014-10-18","2014/2015","8197","10261","0","1","802","761","854","825","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","win"
"4376","2014-10-18","2014/2015","8472","8466","0","8","818","798","868","838","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","win"
"4375","2014-10-19","2014/2015","8650","10172","3","2","807","859","854","917","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","lose"
"4377","2014-10-19","2014/2015","10003","10194","1","2","821","818","854","851","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","win"
"4378","2014-10-20","2014/2015","10260","8659","2","2","797","843","853","925","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","draw"
"4380","2014-10-25","2014/2015","8667","8650","0","0","845","803","910","838","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","draw"
"4383","2014-10-25","2014/2015","10194","8466","0","1","824","789","867","833","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","win"
"4384","2014-10-25","2014/2015","9825","8472","2","0","803","848","847","911","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","lose"
"4385","2014-10-25","2014/2015","8197","10003","0","2","817","755","864","804","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","win"
"4387","2014-10-25","2014/2015","9826","8659","2","2","803","799","859","840","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","draw"
"4388","2014-10-25","2014/2015","8456","8654","1","2","809","899","848","939","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","win"
"4379","2014-10-26","2014/2015","8668","8191","3","1","762","861","794","874","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","lose"
"4381","2014-10-26","2014/2015","8455","10260","1","1","840","885","921","941","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","draw"
"4386","2014-10-26","2014/2015","10261","8586","2","1","","798","","854","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","lose"
"4382","2014-10-27","2014/2015","10252","10172","0","2","808","800","853","857","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","win"
"4019","2014-11-01","2014/2015","8191","9825","0","3","852","754","909","788","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","win"
"4021","2014-11-01","2014/2015","10172","8455","1","2","892","822","938","867","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","win"
"4023","2014-11-01","2014/2015","10003","8668","0","0","842","826","882","861","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","draw"
"4024","2014-11-01","2014/2015","8466","8667","1","0","789","815","835","868","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","lose"
"4025","2014-11-01","2014/2015","8659","8197","1","0","769","803","809","848","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","lose"
"4027","2014-11-01","2014/2015","8650","10261","0","1","786","861","851","916","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","win"
"4028","2014-11-01","2014/2015","8654","10194","2","2","817","807","857","856","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","draw"
"4020","2014-11-02","2014/2015","8586","10252","2","1","816","","867","","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","lose"
"4026","2014-11-02","2014/2015","10260","8456","0","1","891","858","926","930","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","win"
"4022","2014-11-03","2014/2015","8472","9826","3","1","804","800","839","836","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","lose"
"4029","2014-11-08","2014/2015","8667","8191","0","1","758","791","789","835","48","Balanced","Little","74","Long","Organised","72","Risky","59","Normal","58","Normal","Organised","54","Medium","57","Press","58","Normal","56","Balanced","Normal","51","Mixed","Organised","54","Normal","60","Normal","48","Normal","Organised","38","Medium","37","Press","46","Normal","win"
"4030","2014-11-08","2014/2015","8455","8650","2","1","855","879","913","940","71","Fast","Normal","32","Short","Organised","34","Normal","41","Normal","61","Normal","Organised","51","Medium","48","Press","62","Normal","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","lose"
"4031","2014-11-08","2014/2015","9826","10260","0","1","843","781","925","819","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","61","Balanced","Normal","68","Long","Organised","67","Risky","62","Normal","52","Normal","Organised","36","Medium","34","Press","48","Normal","win"
"4032","2014-11-08","2014/2015","8456","10172","2","2","808","882","853","919","52","Balanced","Normal","53","Mixed","Organised","53","Normal","54","Normal","54","Normal","Organised","50","Medium","44","Press","54","Normal","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","draw"
"4033","2014-11-08","2014/2015","8197","8466","0","2","825","765","868","813","47","Balanced","Normal","40","Mixed","Organised","42","Normal","56","Normal","51","Normal","Free Form","62","Medium","64","Press","44","Normal","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","win"
"4038","2014-11-08","2014/2015","10252","8654","0","0","808","800","849","851","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","66","Balanced","Little","72","Long","Organised","63","Normal","48","Normal","56","Normal","Organised","39","Medium","42","Press","52","Normal","draw"
"4034","2014-11-09","2014/2015","8668","8472","1","1","799","872","845","894","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","draw"
"4035","2014-11-09","2014/2015","9825","10003","1","2","799","855","860","914","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","win"
"4036","2014-11-09","2014/2015","10194","8586","2","1","","804","","856","41","Balanced","Normal","38","Mixed","Organised","41","Normal","59","Normal","62","Normal","Organised","58","Medium","51","Press","56","Normal","48","Balanced","Little","55","Mixed","Organised","51","Normal","57","Normal","37","Normal","Organised","38","Medium","40","Press","41","Normal","lose"
"4037","2014-11-09","2014/2015","10261","8659","2","0","802","786","865","869","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","54","Balanced","Little","47","Mixed","Organised","47","Normal","51","Normal","39","Normal","Organised","56","Medium","54","Press","51","Normal","lose"
"4039","2014-11-22","2014/2015","10260","9825","2","1","853","830","920","904","59","Balanced","Normal","26","Short","Organised","28","Safe","55","Normal","64","Normal","Free Form","51","Medium","44","Press","52","Normal","46","Balanced","Normal","54","Mixed","Organised","49","Normal","72","Lots","56","Normal","Organised","42","Medium","41","Press","56","Normal","lose"
"4041","2014-11-22","2014/2015","8659","8455","0","2","887","806","937","845","67","Fast","Normal","38","Mixed","Organised","41","Normal","61","Normal","68","Lots","Organised","39","Medium","41","Press","46","Normal","55","Balanced","Normal","51","Mixed","Organised","53","Normal","53","Normal","57","Normal","Organised","41","Medium","40","Press","49","Normal","win"
"4043","2014-11-22","2014/2015","8654","8668","1","2","832","793","875","847","61","Balanced","Normal","42","Mixed","Organised","39","Normal","59","Normal","48","Normal","Organised","52","Medium","58","Press","60","Normal","72","Fast","Normal","73","Long","Organised","68","Risky","71","Lots","32","Little","Organised","30","Deep","34","Press","41","Normal","win"
"4045","2014-11-22","2014/2015","8472","8197","0","0","768","798","812","845","63","Balanced","Normal","48","Mixed","Organised","47","Normal","62","Normal","69","Lots","Organised","58","Medium","62","Press","54","Normal","60","Balanced","Little","61","Mixed","Organised","56","Normal","44","Normal","58","Normal","Organised","41","Medium","38","Press","53","Normal","draw"
"4046","2014-11-22","2014/2015","10003","8456","1","2","897","812","930","858","59","Balanced","Normal","29","Short","Organised","32","Safe","49","Normal","62","Normal","Organised","42","Medium","44","Press","54","Normal","63","Balanced","Normal","34","Mixed","Organised","34","Normal","51","Normal","36","Normal","Free Form","51","Medium","58","Press","54","Normal","win"
