"","player_api_id","overall_rating","potential","preferred_foot","attacking_work_rate","defensive_work_rate","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","free_kick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","marking","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes"
"60635",213319,70,76,3,2,16,61,70,66,69,64,71,70,54,45,69,69,69,64,67,64,70,66,66,74,66,53,35,73,57,65,21,21,21,13,13,15,11,10
"163739",213341,62,67,2,4,17,49,22,53,58,22,42,46,27,49,61,60,58,45,46,59,62,69,63,72,35,64,66,26,39,36,70,71,71,10,10,7,8,12
"3487",213366,73,78,3,5,17,63,55,60,74,50,75,57,54,70,73,83,79,82,77,80,72,79,89,83,65,78,69,72,72,60,60,71,71,11,5,10,6,7
"71639",213470,77,79,3,2,17,79,76,48,67,75,82,86,77,75,81,77,76,84,69,78,83,65,78,66,82,64,44,74,71,66,46,59,56,14,8,13,7,11
"87716",213482,66,70,3,2,17,50,27,74,65,23,39,52,38,43,51,44,55,52,59,49,58,74,65,73,18,65,62,37,42,47,68,67,62,12,6,10,10,7
"161168",213483,67,73,2,5,17,68,55,44,73,56,69,72,51,76,69,62,62,74,53,69,68,56,56,53,72,43,47,68,71,59,43,51,44,9,7,12,10,7
"118797",213485,79,84,2,4,15,46,27,79,69,32,35,29,32,63,66,66,74,64,79,58,44,81,65,78,22,75,78,30,46,47,81,84,86,11,16,11,15,13
"134503",213486,82,82,3,2,16,81,82,45,80,65,85,83,80,67,83,79,76,84,84,81,74,63,74,62,81,73,58,82,81,74,30,39,25,10,15,12,8,8
"115192",213487,69,72,3,2,16,32,72,74,70,71,67,51,56,69,66,55,54,56,64,54,70,72,64,73,73,66,31,72,58,58,31,32,39,8,13,7,8,14
"9766",213489,75,79,3,2,15,51,79,68,64,71,74,66,54,59,76,70,73,72,75,67,80,70,65,71,78,64,37,76,60,70,13,39,25,7,16,7,9,14
"108644",213490,64,71,3,5,17,47,47,36,71,41,49,60,59,66,57,64,63,73,67,71,52,64,74,57,66,61,61,66,73,53,37,47,39,10,10,8,7,11
"7207",213493,61,67,3,5,17,25,25,60,60,25,32,27,30,45,44,31,56,31,57,30,41,50,54,91,24,64,56,26,43,40,61,64,52,15,14,10,6,14
"91489",213498,63,71,3,5,17,64,48,32,56,47,72,64,54,54,71,71,69,75,51,73,38,66,53,32,54,34,25,61,58,56,27,34,25,6,13,11,12,11
"129843",213499,77,79,3,5,17,70,22,75,70,28,55,55,37,61,68,76,75,57,72,67,54,81,73,77,28,72,79,37,53,45,76,80,81,12,7,10,15,7
"6895",213500,72,77,3,5,17,71,52,39,80,45,67,75,72,78,72,57,53,67,69,69,61,59,68,59,68,66,63,65,73,69,44,65,46,16,14,12,16,6
"9569",213501,80,85,3,2,17,67,82,70,71,76,84,75,43,51,85,83,87,75,78,65,79,75,75,78,77,56,21,85,70,74,15,19,15,9,4,12,6,12
"88185",213502,70,75,3,5,16,71,58,37,81,39,71,82,75,76,75,62,65,71,60,72,60,47,51,57,65,48,51,59,76,61,49,59,36,8,11,6,7,10
"44166",213504,73,75,3,5,17,22,17,15,29,22,14,14,11,28,13,45,51,47,71,53,23,76,33,62,24,19,18,11,31,23,16,15,14,77,70,69,71,78
"68944",213627,66,70,3,2,16,59,59,55,68,58,69,51,65,58,69,74,76,73,62,81,69,73,71,58,64,55,45,61,66,57,36,29,27,15,8,10,13,8
"8712",213649,66,70,2,5,17,40,69,65,54,52,64,41,48,41,63,65,69,71,64,59,68,63,61,72,60,38,29,67,59,65,20,18,15,11,9,16,14,15
"27693",213653,76,76,3,2,15,51,80,68,60,84,74,78,53,42,85,68,68,91,78,68,83,91,65,71,73,66,18,78,55,61,34,35,27,8,9,16,9,11
"72525",213682,72,76,2,5,16,66,64,46,74,57,80,71,64,64,76,72,60,78,64,83,70,60,55,56,68,46,42,57,78,58,39,34,41,13,11,12,8,9
"87348",213684,71,72,3,5,17,14,12,13,34,19,13,13,10,27,19,55,65,70,69,63,25,82,41,45,13,15,20,19,35,12,14,13,12,74,68,67,64,78
"116365",213688,78,81,3,2,17,76,24,60,78,66,73,77,55,75,78,84,87,79,75,83,83,78,88,69,69,79,77,63,59,50,76,77,80,6,15,16,8,8
"25455",213694,71,75,2,5,17,70,32,61,68,23,57,62,50,58,70,70,75,69,74,75,49,86,76,67,37,73,75,57,47,51,74,64,69,15,11,15,12,14
"1186",213695,71,71,2,2,17,69,41,65,69,36,71,76,58,61,72,80,77,79,69,77,69,73,72,76,60,69,72,67,67,57,71,72,70,11,8,7,14,11
"115831",213699,65,72,3,5,17,42,53,50,70,44,64,66,55,63,66,74,68,77,56,61,70,52,64,53,61,46,27,56,69,58,31,35,29,4,7,4,13,5
"73171",213702,69,73,3,5,16,62,60,30,65,59,78,84,59,60,79,79,79,85,65,79,67,61,64,47,60,35,27,63,64,70,24,33,27,13,7,15,15,9
"33108",213704,78,81,3,5,17,74,69,47,74,63,83,72,64,64,82,94,91,84,75,76,77,72,76,56,69,48,26,74,70,56,19,23,19,15,12,9,7,13
"48002",213707,66,66,3,2,17,70,57,62,63,55,70,59,51,59,69,72,75,71,66,68,64,70,59,51,58,51,62,67,59,43,59,50,57,6,9,13,13,6
"154512",213711,73,77,2,5,17,76,66,55,76,68,76,74,68,71,75,74,69,65,67,68,77,67,66,73,81,64,42,73,72,68,21,55,41,7,16,11,13,13
"158141",213712,76,76,3,5,17,80,67,43,77,82,80,75,71,73,78,82,79,73,70,62,83,77,64,78,77,66,42,75,69,76,26,41,23,15,11,8,8,11
"107091",213714,71,71,3,5,17,58,49,57,70,31,55,59,48,66,68,64,73,71,67,63,73,79,75,75,53,81,77,57,63,64,60,77,70,10,10,14,11,16
"146579",213722,64,73,3,2,17,34,65,64,43,54,58,36,43,37,64,68,76,69,64,67,67,74,66,76,55,67,21,63,39,53,19,20,17,5,13,13,12,11
"86332",213729,77,79,3,2,16,71,73,32,81,57,82,80,76,68,82,80,74,89,73,79,65,69,65,58,71,56,25,77,78,70,15,15,14,16,16,9,14,9
"3868",213737,63,63,2,5,17,45,60,61,62,60,54,54,48,56,63,60,69,67,64,61,60,75,72,68,59,51,31,72,61,76,25,15,20,7,7,11,9,14
"134940",213743,68,73,3,5,17,35,28,67,70,55,58,39,43,68,68,74,69,66,62,60,74,84,81,90,58,72,65,56,58,33,60,68,63,10,14,12,15,13
"54716",213744,63,78,3,4,15,38,15,54,53,24,19,23,31,50,45,56,61,54,62,59,57,80,65,82,24,67,64,27,37,29,64,64,59,13,14,9,10,13
"169875",213799,69,70,3,2,15,64,55,62,72,57,65,66,68,67,67,68,63,75,67,82,72,74,87,70,68,75,64,65,72,72,62,64,63,10,12,15,10,8
"182474",213801,61,67,2,5,17,59,57,42,64,62,64,61,59,56,61,55,49,68,54,72,70,75,63,62,66,42,38,58,61,64,23,33,24,13,10,9,7,7
"177959",213805,81,83,3,5,15,81,79,65,80,55,85,71,62,77,83,79,81,73,79,64,70,59,73,76,73,62,25,81,78,74,25,21,23,11,16,8,14,16
"9057",213809,77,77,3,2,17,75,27,69,65,44,62,68,30,64,72,76,78,50,73,50,76,57,86,87,66,80,75,51,54,37,77,84,82,12,8,9,9,14
"72912",213812,71,71,3,5,17,37,27,77,60,30,46,54,24,57,57,50,52,55,62,44,32,83,61,79,26,83,64,41,34,39,74,73,69,11,10,16,6,11
"10147",213814,72,72,3,5,15,76,34,69,70,48,60,63,70,57,72,65,75,59,69,68,79,76,80,79,68,84,70,48,57,47,72,76,71,14,8,15,13,9
"88087",213816,68,69,3,5,15,37,24,54,75,24,41,48,46,70,62,56,66,58,65,56,40,64,59,74,21,56,77,44,56,50,68,71,61,11,7,7,13,10
"130004",213820,70,70,3,2,17,70,54,61,53,44,49,64,55,55,64,66,73,60,81,59,78,77,90,64,72,75,70,62,56,39,63,78,67,6,13,8,14,13
"22295",213823,69,69,2,5,17,35,45,62,58,62,51,50,56,62,52,47,52,39,56,58,84,79,56,81,65,84,63,40,50,49,67,72,75,15,14,9,8,15
"22360",213831,64,64,3,5,17,56,60,52,58,53,64,72,71,55,65,64,66,70,73,58,68,71,73,70,58,56,26,72,57,56,42,31,24,13,14,5,14,8
"100899",213845,65,71,3,5,17,46,67,66,56,56,55,52,46,42,63,65,65,55,65,37,81,54,53,86,60,47,52,60,54,61,49,52,44,11,8,8,6,9
"168539",213873,70,76,3,5,17,45,43,66,56,30,47,48,46,57,60,63,64,58,67,58,61,76,73,77,52,73,70,54,49,50,71,70,73,13,9,10,9,9
"146458",213878,75,79,2,6,4,73,27,77,62,25,63,49,58,55,64,69,75,66,71,61,69,78,75,79,59,81,71,49,47,52,75,78,76,9,9,13,10,7
"52382",213885,68,74,3,5,17,58,53,38,58,44,80,72,59,45,73,90,80,91,62,90,55,65,71,29,55,40,25,57,58,76,26,31,29,14,11,11,13,8
"109021",213912,64,64,3,5,17,41,35,63,72,50,56,55,52,66,58,50,54,57,63,56,44,68,34,73,39,71,67,31,58,49,61,71,62,10,10,6,15,12
"176494",213916,68,69,2,5,17,57,61,69,75,48,63,45,50,70,71,51,58,62,64,52,59,60,67,73,59,61,65,70,74,46,65,64,60,15,13,9,6,16
"65659",213922,70,70,3,5,17,70,62,68,75,61,74,76,75,73,75,67,68,70,67,76,76,58,74,81,75,80,59,66,71,72,28,31,31,12,13,7,14,11
"118905",214123,70,78,3,5,17,62,53,20,74,54,76,62,61,65,77,80,74,78,65,81,52,48,53,44,52,26,21,66,70,56,24,20,25,6,12,10,7,9
"139003",214340,68,70,3,6,4,11,10,14,23,13,11,15,14,20,22,53,38,56,65,42,22,75,18,73,18,17,17,11,32,14,14,18,16,72,65,67,65,73
"132870",214344,57,61,3,6,5,43,41,48,64,36,55,35,33,60,59,54,61,63,57,72,50,59,51,56,36,65,60,33,62,47,44,62,55,14,13,9,11,11
"142145",214397,69,73,3,5,17,64,43,65,60,49,67,52,45,69,67,76,78,70,66,89,79,80,77,71,49,79,70,62,62,59,68,68,70,9,7,16,10,9
"37413",214426,76,83,3,2,15,62,79,71,69,66,78,45,36,61,77,89,83,79,74,82,73,81,79,72,67,52,39,79,68,68,33,24,27,10,13,12,16,6
"156321",214449,75,79,3,2,17,73,64,33,68,56,77,76,76,67,75,93,92,92,77,91,76,63,75,54,74,55,39,71,57,56,31,36,35,10,9,8,10,10
"145390",214450,68,74,3,5,17,46,69,68,49,67,59,41,34,36,60,74,66,64,68,60,78,72,80,73,57,75,25,74,51,70,18,19,18,7,12,11,15,12
"138248",214452,69,73,3,5,17,30,49,71,55,52,56,44,50,48,56,65,68,69,65,51,68,61,65,75,43,75,71,40,50,57,71,69,67,15,13,10,11,11
"79952",214570,69,77,2,2,17,64,56,62,64,64,74,62,34,54,69,87,86,79,69,80,74,77,76,81,53,68,65,63,61,68,65,68,63,9,7,8,10,9
"123158",214617,70,77,3,5,17,34,40,59,63,23,56,24,12,58,61,67,72,57,65,46,68,62,69,82,51,84,69,49,57,44,68,75,67,13,12,11,12,13
"25327",214685,72,75,3,2,15,73,41,60,69,60,68,60,52,64,68,72,80,62,70,68,72,66,78,74,41,71,69,67,62,49,74,75,74,12,15,15,11,12
"75504",214748,62,66,3,5,17,12,14,15,30,13,11,20,14,23,16,50,40,26,66,39,36,57,24,55,11,42,17,14,13,14,18,13,13,63,55,46,64,66
"107747",214899,69,70,2,5,15,39,28,64,59,29,31,30,26,49,57,55,63,56,67,68,62,84,68,77,27,78,69,20,53,33,70,69,66,7,7,7,7,7
"168020",214953,64,69,2,5,17,62,50,54,68,38,68,62,42,64,68,72,74,72,57,75,63,59,85,71,54,71,58,54,63,52,55,63,55,10,15,10,13,13
"62431",214972,76,81,2,5,17,59,48,72,78,46,77,63,60,77,77,69,69,72,75,58,86,74,86,86,67,65,78,68,72,45,69,79,71,15,10,10,8,10
"92943",214977,65,68,2,2,17,57,62,63,66,60,61,43,58,61,64,75,71,78,64,67,68,75,77,66,65,69,64,64,69,57,61,64,62,8,9,6,6,6
"51763",214984,69,69,3,5,17,14,18,17,22,12,13,11,11,29,21,51,52,58,66,44,25,72,40,68,19,40,18,12,35,20,15,12,13,73,67,68,67,73
"77544",215005,69,72,3,2,17,64,55,43,63,57,75,68,47,58,71,94,92,92,66,87,58,36,74,38,49,45,51,60,62,46,27,23,25,14,7,11,11,8
"128132",215079,73,78,2,5,15,55,50,54,74,53,67,71,59,72,75,79,67,90,70,75,73,80,83,72,68,82,77,58,69,50,55,77,69,13,7,13,14,6
"98717",215085,49,55,3,5,17,30,22,63,40,28,28,30,30,26,51,60,55,43,51,59,37,72,58,66,26,60,54,27,29,37,55,62,64,11,11,14,9,13
"34918",215166,58,64,3,5,17,40,24,62,46,26,41,24,25,40,51,69,54,65,60,58,39,83,65,72,25,66,47,38,48,39,51,60,54,6,12,9,6,6
"21198",215168,83,88,3,5,17,9,9,13,37,10,16,9,8,33,22,46,52,52,83,44,23,73,43,68,14,28,22,7,53,23,8,15,18,84,83,81,83,84
"146659",215170,69,73,2,2,17,74,64,65,75,54,68,72,73,72,77,53,53,56,66,47,78,34,66,82,69,74,64,68,67,57,62,65,63,13,12,8,8,15
"89663",215226,71,76,2,5,17,70,66,44,76,48,72,65,55,73,75,78,74,81,68,83,72,54,70,53,69,51,53,66,77,62,66,60,64,9,10,7,16,15
"57423",215245,73,74,3,5,15,58,54,74,64,53,60,35,46,64,63,55,55,51,70,53,37,64,75,78,49,73,73,37,40,50,76,76,76,10,9,16,15,11
"104588",215299,81,84,3,5,17,76,69,50,77,70,88,69,74,74,84,95,91,93,70,85,79,71,69,56,73,67,50,77,70,75,39,43,48,9,10,14,7,14
"85956",215307,68,72,3,5,17,13,10,14,36,10,10,10,13,34,18,46,42,37,65,42,25,68,39,54,10,13,16,14,22,13,14,13,11,75,68,64,63,70
"104195",215311,62,67,3,5,17,25,25,25,25,25,25,25,25,25,22,35,28,36,41,36,32,55,27,24,25,22,21,25,25,25,25,25,25,63,65,58,71,57
"104396",215369,67,73,2,5,17,65,35,53,56,33,65,41,33,63,63,73,76,65,65,77,32,80,74,73,28,76,70,53,54,52,68,68,67,7,9,8,8,10
"153763",215384,80,88,3,5,17,65,70,65,84,61,85,56,56,78,84,79,78,70,77,59,78,63,74,77,79,73,45,71,81,65,56,60,52,9,14,12,6,10
"95444",215405,67,74,2,5,17,66,28,62,58,32,58,57,52,56,62,76,77,74,68,75,57,72,76,64,48,70,67,53,54,47,61,69,72,8,10,10,15,11
"111431",215411,56,63,3,5,17,47,31,46,64,26,60,49,50,61,60,61,54,62,44,52,55,52,76,67,49,51,52,42,51,58,55,53,52,8,8,5,5,7
"57512",215412,62,69,3,5,17,58,57,37,68,52,65,59,55,57,67,62,65,69,65,91,54,54,68,58,52,59,61,57,59,59,64,59,58,12,6,12,11,14
"150002",215415,69,75,2,5,17,71,56,53,74,57,62,70,72,72,67,69,67,70,70,70,67,65,75,58,65,64,67,63,72,53,47,55,51,8,6,13,8,14
"101364",215418,63,68,2,5,16,60,56,36,64,54,66,58,51,61,65,74,72,75,63,82,60,67,55,42,55,50,46,52,60,50,55,61,55,13,13,13,15,15
"14410",215419,70,76,3,2,17,72,63,36,65,70,76,77,66,59,70,88,86,89,64,83,75,83,66,56,73,26,27,60,51,46,15,20,15,13,13,6,12,8
"158269",215551,66,72,3,5,16,54,42,36,69,36,73,52,64,67,74,72,64,75,62,73,65,67,62,60,49,73,44,67,74,54,51,56,59,8,7,10,12,16
"39824",215584,76,77,3,5,17,60,54,69,78,56,63,48,46,74,76,63,65,50,74,67,78,59,83,83,72,78,78,64,68,50,70,78,76,9,12,7,11,15
"45064",215711,62,67,3,2,17,48,66,61,44,55,63,44,57,50,57,56,62,45,54,48,75,59,58,82,49,50,25,64,40,59,25,25,25,14,6,13,11,15
"111337",215723,71,77,2,2,17,45,20,70,59,18,53,40,21,59,52,65,69,70,68,64,59,80,77,89,38,69,70,25,36,41,71,72,72,9,15,13,6,7
"6431",215725,69,71,2,2,17,70,40,55,65,38,64,60,40,65,68,69,75,65,70,59,67,66,85,69,65,71,65,55,45,50,63,67,68,12,9,6,13,8
"79655",215766,70,76,2,2,17,63,64,53,72,61,71,61,66,66,72,91,90,87,71,93,83,64,81,78,71,68,55,61,62,61,60,61,53,9,11,9,8,7
"52504",215768,69,75,3,5,17,43,70,75,55,63,65,47,63,42,68,50,46,52,69,34,76,32,60,89,68,34,35,73,42,72,28,32,22,14,15,14,9,13
"167648",215780,57,68,3,5,17,54,37,54,65,41,58,33,44,62,63,70,72,71,57,71,58,81,65,58,38,56,46,47,58,47,54,54,49,6,14,14,9,8
"99630",215798,80,88,2,2,17,81,71,76,81,61,76,73,53,71,80,82,76,75,80,75,69,81,80,72,67,75,78,74,75,62,80,79,81,14,10,7,9,15
"48684",215804,69,73,3,5,17,62,71,57,67,69,68,67,46,45,65,86,85,79,67,78,74,81,68,67,67,41,23,68,54,68,20,21,24,12,12,7,8,8
"143580",215823,68,71,3,5,17,72,38,55,65,38,62,67,58,62,64,77,79,72,59,72,56,73,68,62,41,65,62,56,48,48,67,70,73,6,9,10,6,7
"90226",215927,72,74,2,5,17,77,53,57,75,80,71,76,50,57,77,78,84,79,81,75,70,68,68,63,63,76,69,73,53,55,68,67,70,10,9,11,8,6
"87108",215930,57,65,3,5,17,45,56,51,46,56,55,33,40,27,57,72,72,64,53,60,60,61,56,66,49,45,25,58,47,61,25,22,22,16,10,15,13,10
"117997",215931,62,65,3,5,17,59,59,65,57,43,59,34,25,44,58,72,76,45,51,66,68,71,50,88,57,67,15,57,38,57,14,17,18,6,14,11,10,14
"24289",228982,70,74,2,4,17,16,43,67,60,25,44,44,42,54,56,43,58,34,62,45,64,61,54,80,38,72,75,33,52,43,73,71,67,16,15,14,11,15
"118130",229610,62,62,3,5,17,55,36,44,61,29,39,53,49,56,57,69,52,62,69,70,62,89,74,64,29,73,68,43,57,49,64,61,63,6,7,8,13,9
"136416",229723,67,73,3,5,17,54,29,72,69,27,57,46,24,68,62,77,74,66,68,60,50,76,71,75,40,54,73,40,67,30,61,68,63,12,13,7,13,11
"106748",229737,64,64,2,2,15,59,50,52,66,34,64,48,64,57,63,83,93,73,48,80,51,64,59,44,52,56,46,67,60,50,35,56,58,8,12,11,9,10
"116846",229759,76,79,2,5,17,85,43,58,76,54,72,80,80,69,77,75,78,69,74,69,74,72,76,68,55,69,68,54,61,61,77,79,77,15,6,15,13,16
"101727",229778,54,58,3,5,17,51,49,53,59,47,57,43,54,54,54,61,63,72,55,61,54,82,70,62,43,43,52,47,62,53,44,48,46,8,8,7,10,8
"151779",229803,69,71,3,5,17,49,58,68,72,56,70,52,44,69,70,62,67,65,71,67,77,43,76,77,75,66,60,65,69,57,57,65,58,7,7,7,9,9
"135345",229844,73,78,3,5,16,76,70,49,71,60,80,76,69,66,76,89,87,83,65,77,77,61,47,63,64,37,31,66,72,62,18,23,19,14,13,12,12,16
"118166",229855,66,70,3,4,15,65,21,65,63,25,32,35,55,57,55,60,60,55,65,64,35,72,69,73,27,81,71,41,60,58,68,71,72,10,11,10,10,10
"130638",230133,69,73,2,2,16,64,56,40,72,63,73,75,57,52,71,85,77,87,59,82,70,74,65,34,70,33,34,63,68,52,34,31,32,14,12,15,6,8
"54720",230190,79,84,3,5,16,73,71,44,75,61,87,71,69,69,86,93,91,91,67,88,82,49,77,55,84,31,26,68,70,53,24,34,32,12,10,9,5,7
"64412",230476,74,79,3,2,17,72,38,60,66,40,68,66,50,66,68,79,88,72,72,70,70,77,84,60,60,72,73,54,46,46,71,75,75,10,13,9,5,8
"95541",230819,56,62,2,5,17,43,30,43,44,23,56,29,35,32,49,67,62,58,56,48,40,62,70,58,33,60,50,51,36,33,57,60,67,11,14,11,8,12
"103162",230825,71,74,3,2,15,69,57,59,75,57,71,69,59,71,75,77,77,69,69,73,63,75,79,75,67,71,59,69,69,59,55,59,55,9,9,8,6,7
"132555",230900,74,78,3,2,16,73,69,63,74,63,76,61,43,62,75,90,86,90,68,89,72,62,60,42,70,32,28,72,70,63,27,22,30,7,12,12,13,14
"115335",230910,62,69,2,5,17,60,57,46,66,54,66,66,67,52,65,76,73,82,54,80,65,71,51,37,42,45,33,57,58,51,25,20,22,10,12,10,7,8
"146758",230982,82,89,3,5,17,36,40,83,72,42,57,46,54,74,75,78,80,58,78,47,52,74,69,82,53,73,85,44,56,43,83,85,84,11,11,9,5,14
"147187",230993,73,73,3,5,17,51,18,61,65,13,37,50,47,64,56,61,68,61,76,60,31,77,68,74,24,87,73,24,49,52,79,73,78,12,14,9,7,6
"92237",231006,67,68,2,5,17,43,64,62,60,64,68,51,48,48,66,71,81,63,63,41,73,73,64,88,65,41,25,62,54,57,25,25,21,14,15,13,13,8
"93658",231093,69,73,2,5,17,60,55,52,69,50,71,56,68,63,71,79,79,81,67,82,70,67,69,35,64,43,20,65,68,66,20,34,28,7,12,14,10,14
"127063",231133,63,65,3,2,17,62,51,52,61,58,62,61,59,53,65,80,88,71,60,71,63,64,64,60,57,59,45,59,51,54,31,41,38,13,14,7,12,8
"101199",231176,75,75,3,2,17,33,80,82,62,78,64,49,28,36,72,68,68,69,76,59,80,82,69,85,56,60,24,80,48,62,20,21,17,15,6,12,14,9
"140557",231199,79,84,3,2,17,77,77,43,75,74,84,77,73,70,84,90,91,86,77,75,79,49,73,74,76,75,28,75,71,70,22,25,15,15,9,9,8,6
"207",231592,75,78,3,5,17,74,69,46,79,65,73,73,78,79,73,69,71,71,66,67,70,72,83,64,72,75,63,73,81,73,56,65,62,11,8,12,11,12
"99899",231614,58,64,3,5,17,49,23,50,45,30,51,56,62,52,59,73,75,79,50,82,46,70,76,58,30,45,46,43,45,61,57,56,63,12,8,12,6,14
"47113",231638,55,57,3,5,17,60,57,52,61,52,66,53,36,56,61,81,83,75,52,75,62,75,58,61,62,33,36,57,41,52,46,50,46,8,11,14,12,10
"170085",231652,63,67,2,5,17,66,40,52,67,44,63,64,62,69,64,73,65,67,66,57,64,76,68,64,63,67,62,62,45,51,64,62,66,10,14,14,10,11
"51174",231674,64,68,3,5,17,25,25,25,31,25,25,25,25,35,27,51,48,56,59,58,36,69,36,64,25,26,21,25,25,21,25,25,25,68,63,69,60,63
"59892",231753,74,80,3,4,15,37,18,76,60,26,37,48,26,55,57,57,68,51,64,33,67,69,69,82,33,70,75,25,44,40,78,80,76,11,10,14,10,11
"150276",231801,75,77,2,2,17,80,66,53,73,62,76,81,77,75,75,84,79,77,73,75,75,75,80,69,74,51,55,70,74,65,50,67,71,12,8,13,7,7
"147273",231804,76,80,3,5,16,68,66,49,78,65,81,62,61,74,79,78,78,79,69,76,67,48,69,63,67,63,35,70,79,56,35,55,43,14,15,13,12,8
"146606",231811,71,72,3,5,17,27,29,53,70,34,44,52,46,65,62,31,33,33,67,34,73,33,82,92,54,72,76,54,69,44,52,84,63,12,6,6,10,15
"5076",231977,66,73,3,5,17,60,61,51,58,59,72,61,51,59,73,76,77,72,67,70,65,66,63,51,70,43,22,69,60,46,22,28,25,12,8,7,5,5
"41861",232094,58,68,3,4,15,29,24,63,36,31,33,29,22,30,37,54,55,33,47,34,35,71,55,73,18,66,52,24,31,33,59,62,54,8,11,11,9,9
"172485",232096,61,67,2,5,17,21,25,58,50,25,36,25,20,40,45,49,61,46,48,52,44,58,63,78,31,44,58,22,28,34,66,66,64,9,14,11,8,7
"3771",232103,76,82,3,2,15,65,76,64,72,75,82,60,48,53,80,95,92,90,77,88,78,82,91,45,73,33,24,79,66,69,20,28,24,7,12,13,15,14
"163695",232110,61,68,3,5,16,60,55,69,39,53,64,55,41,38,59,80,59,65,64,55,62,78,73,76,45,48,19,64,63,56,17,28,31,12,13,10,8,9
"116471",232143,59,61,3,5,17,19,19,14,27,12,13,11,17,21,19,44,44,34,48,28,24,50,31,75,17,16,23,17,22,18,16,18,18,67,56,58,52,68
"63735",232152,59,62,3,5,17,54,39,51,59,45,55,47,56,57,61,70,68,59,60,79,61,85,74,67,52,53,63,60,44,58,55,59,48,11,14,16,13,13
"47781",232164,61,67,3,5,17,61,66,58,53,52,65,56,39,47,62,69,67,59,59,67,67,72,62,66,54,32,22,62,48,68,28,30,27,15,13,8,14,9
"20207",232253,73,81,3,2,17,49,78,66,67,70,71,68,57,52,73,85,82,70,68,69,68,77,71,76,67,60,25,78,65,72,21,22,17,7,6,9,10,7
"68593",232299,70,76,3,5,15,67,54,58,72,62,64,64,62,70,72,58,61,69,69,67,71,66,82,60,67,68,70,69,71,58,59,65,63,13,14,14,16,8
"69844",237534,66,72,3,2,17,71,31,57,66,32,63,37,30,56,65,70,75,69,61,73,55,63,61,68,40,63,65,52,62,44,70,62,68,16,6,8,15,10
"55115",237541,72,75,3,5,17,68,64,45,70,59,75,60,53,58,72,87,83,77,71,78,74,67,77,67,60,60,34,72,64,62,30,33,29,7,6,13,6,8
"84306",237542,79,84,3,4,17,88,51,68,79,66,71,90,86,87,78,55,62,68,79,76,88,82,81,76,79,76,78,72,82,75,76,79,73,15,15,14,16,8
"31803",237562,62,69,3,5,17,11,11,14,13,14,11,13,11,11,23,14,19,27,54,38,20,48,21,38,20,16,19,12,35,14,13,12,15,66,60,69,62,63
"167993",237563,70,76,3,2,17,62,66,70,71,61,72,58,54,65,73,81,81,84,59,62,72,70,64,60,66,55,56,67,68,52,43,50,52,14,8,13,11,13
"106160",237602,69,79,2,5,17,65,25,63,64,37,56,48,26,61,66,66,65,57,60,62,44,74,65,78,30,66,68,59,22,44,72,72,70,8,9,11,15,10
"99867",237606,74,82,3,5,17,69,55,45,81,73,77,79,71,75,81,73,69,77,72,78,81,61,75,65,76,69,59,63,76,57,59,63,65,9,14,6,9,10
"127259",237610,67,67,3,5,15,53,41,79,68,42,54,42,46,65,61,52,55,52,68,33,54,85,57,93,40,72,73,62,54,49,63,69,66,15,6,7,9,12
"145793",237620,66,70,3,5,17,54,24,56,61,30,48,53,34,67,52,63,53,48,52,56,54,74,65,76,33,71,65,40,51,50,67,71,65,11,8,12,16,14
"175742",237631,74,78,3,5,17,73,69,52,74,72,77,76,79,70,77,75,75,76,71,73,76,58,72,65,76,59,34,71,76,71,26,24,24,9,13,10,11,8
"12380",237645,58,65,3,5,17,14,13,15,26,14,14,13,14,29,18,47,43,48,61,38,18,57,30,71,10,37,20,16,35,20,20,11,14,58,57,55,56,59
"82070",237646,63,68,2,5,17,61,42,47,60,46,64,51,45,62,62,77,76,75,63,87,59,80,67,56,49,69,62,55,51,47,62,63,64,7,13,5,8,7
"163365",238438,73,77,3,5,16,65,78,64,67,75,72,69,55,54,72,79,79,74,73,73,73,61,65,60,64,54,18,77,59,69,17,23,23,9,16,10,10,13
"180286",238529,68,72,3,5,17,41,29,66,60,43,41,50,37,58,58,60,56,62,57,64,45,89,61,75,38,71,65,41,60,46,70,71,70,10,16,14,7,11
"39682",238766,49,63,2,1,2,49,49,41,50,43,41,33,28,46,44,61,60,56,59,49,51,49,42,43,48,51,29,37,26,26,35,32,35,11,9,9,12,6
"183073",238786,69,70,2,5,17,73,46,64,65,38,71,75,46,68,73,85,81,80,50,74,68,82,82,78,39,60,65,67,59,44,61,67,65,15,12,9,6,11
"75123",238838,72,78,3,2,15,75,51,64,73,70,73,71,69,71,73,76,78,72,73,73,74,69,79,75,73,77,69,69,71,65,68,73,69,10,12,8,5,5
"88995",238841,76,80,3,6,4,59,58,59,81,55,72,76,67,75,77,65,58,67,74,61,73,56,79,68,72,74,70,75,76,55,68,74,62,10,14,9,10,9
"24284",238851,63,68,3,4,17,43,33,65,64,31,57,63,50,59,61,61,66,61,65,62,57,71,52,71,52,68,68,43,51,49,65,66,58,15,9,5,14,10
